Professor_Code,professor_name,Years_of_Experience,Field_of_Expertise,Past_Mentee_Performance,Behavior_Rating,Feedback_Rating,Contact_Email
P3225,Linda  Shelton,6,Cybersecurity,7.66,7.81,7.88,linda..shelton@univ.edu
P3226,Linda  Shelton,5,Cybersecurity,6.98,7.69,7.41,linda..shelton@univ.edu
P3227,Linda  Shelton,4,Data Science,7.61,9.98,9.56,linda..shelton@univ.edu
P3228,Linda  Shelton,19,AI/ML,7.92,6.65,4.61,linda..shelton@univ.edu
P3229,Linda  Shelton,15,Web Development,4.06,7.54,6.43,linda..shelton@univ.edu
P3230,Linda  Shelton,7,Mobile Development,7.49,8.05,7.01,linda..shelton@univ.edu
P3231,Linda  Shelton,11,Web Development,8.86,8.7,6.52,linda..shelton@univ.edu
P3232,Linda  Shelton,8,Web Development,6.66,7.74,5.9,linda..shelton@univ.edu
P3233,Linda  Shelton,7,Mobile Development,8.84,7.17,5.42,linda..shelton@univ.edu
P3234,Linda  Shelton,12,AI/ML,7.38,7.0,8.03,linda..shelton@univ.edu
P3235,Linda  Shelton,10,Data Science,7.1,6.36,8.13,linda..shelton@univ.edu
P3236,Linda  Shelton,9,Web Development,7.32,6.64,5.18,linda..shelton@univ.edu
P3237,Linda  Shelton,9,Web Development,5.17,7.45,9.12,linda..shelton@univ.edu
P3238,Linda  Shelton,8,AI/ML,9.01,6.89,7.22,linda..shelton@univ.edu
P3239,Linda  Shelton,5,AI/ML,6.4,10.0,6.52,linda..shelton@univ.edu
P3240,Linda  Shelton,17,Cybersecurity,5.56,8.67,7.98,linda..shelton@univ.edu
P3241,Linda  Shelton,6,AI/ML,6.36,6.46,6.65,linda..shelton@univ.edu
P3242,Linda  Shelton,14,AI/ML,7.03,8.65,8.45,linda..shelton@univ.edu
P3243,Aurora  Wallace,8,Web Development,8.36,5.66,7.89,aurora..wallace@univ.edu
P3244,Aurora  Wallace,6,Data Science,6.91,9.9,8.18,aurora..wallace@univ.edu
P3245,Aurora  Wallace,17,Web Development,6.61,7.3,6.32,aurora..wallace@univ.edu
P3246,Aurora  Wallace,11,AI/ML,6.63,9.65,8.82,aurora..wallace@univ.edu
P3247,Aurora  Wallace,7,Cybersecurity,5.37,8.1,9.29,aurora..wallace@univ.edu
P3248,Aurora  Wallace,15,Data Science,6.37,8.41,6.67,aurora..wallace@univ.edu
P3249,Aurora  Wallace,20,Cybersecurity,6.29,8.18,6.63,aurora..wallace@univ.edu
P3250,Aurora  Wallace,7,Mobile Development,7.3,3.81,4.97,aurora..wallace@univ.edu
P3251,Aurora  Wallace,18,Cybersecurity,4.93,8.8,5.35,aurora..wallace@univ.edu
P3252,Aurora  Wallace,16,Cybersecurity,6.47,6.57,8.13,aurora..wallace@univ.edu
P3253,Aurora  Wallace,18,AI/ML,8.57,8.03,6.56,aurora..wallace@univ.edu
P3254,Aurora  Wallace,17,AI/ML,7.5,8.83,8.6,aurora..wallace@univ.edu
P3255,Aurora  Wallace,6,AI/ML,8.13,10.0,8.74,aurora..wallace@univ.edu
P3256,Aurora  Wallace,9,AI/ML,6.53,9.64,7.04,aurora..wallace@univ.edu
P3257,Aurora  Wallace,18,AI/ML,9.0,6.41,8.82,aurora..wallace@univ.edu
P3258,Aurora  Wallace,10,Cybersecurity,7.96,5.98,7.99,aurora..wallace@univ.edu
P3259,Aurora  Wallace,19,Mobile Development,7.08,8.21,8.74,aurora..wallace@univ.edu
P3260,Aurora  Wallace,18,AI/ML,7.78,8.85,5.03,aurora..wallace@univ.edu
P3261,Aurora  Wallace,12,Mobile Development,5.52,9.07,7.3,aurora..wallace@univ.edu
P3262,Aurora  Wallace,12,Mobile Development,5.49,9.34,8.75,aurora..wallace@univ.edu
P3263,Ted  Magder,4,Web Development,7.97,7.22,5.84,ted..magder@univ.edu
P3264,Ted  Magder,11,Web Development,8.36,8.19,8.52,ted..magder@univ.edu
P3265,Ted  Magder,19,Data Science,5.9,6.15,7.85,ted..magder@univ.edu
P3266,Ted  Magder,13,Web Development,8.03,9.94,8.8,ted..magder@univ.edu
P3267,Ted  Magder,12,AI/ML,7.64,9.76,7.25,ted..magder@univ.edu
P3268,Ted  Magder,19,Mobile Development,6.05,7.84,7.89,ted..magder@univ.edu
P3269,Ted  Magder,6,Data Science,5.81,6.89,5.56,ted..magder@univ.edu
P3270,Ted  Magder,18,Web Development,6.13,6.37,8.46,ted..magder@univ.edu
P3271,Ted  Magder,17,Cybersecurity,6.41,8.36,7.87,ted..magder@univ.edu
P3272,Ted  Magder,7,Data Science,6.52,6.4,6.41,ted..magder@univ.edu
P3273,Ted  Magder,8,AI/ML,5.09,9.03,6.47,ted..magder@univ.edu
P3274,Ted  Magder,19,Mobile Development,6.42,8.1,4.99,ted..magder@univ.edu
P3275,Ted  Magder,3,AI/ML,7.38,7.59,7.18,ted..magder@univ.edu
P3276,Ted  Magder,6,AI/ML,7.79,9.18,8.29,ted..magder@univ.edu
P3277,Ted  Magder,19,Cybersecurity,6.29,5.29,6.9,ted..magder@univ.edu
P3278,Ted  Magder,11,Cybersecurity,8.79,8.66,8.23,ted..magder@univ.edu
P3279,Ted  Magder,4,Mobile Development,7.02,7.97,6.04,ted..magder@univ.edu
P3280,Ted  Magder,10,Web Development,10.0,7.66,7.57,ted..magder@univ.edu
P3281,Ted  Magder,17,AI/ML,6.1,9.07,7.53,ted..magder@univ.edu
P3282,Ted  Magder,9,Web Development,7.43,9.99,8.23,ted..magder@univ.edu
P3283,Darren  Hynes,8,Mobile Development,6.89,8.32,9.04,darren..hynes@univ.edu
P3284,Darren  Hynes,3,AI/ML,6.2,8.74,7.37,darren..hynes@univ.edu
P3285,Darren  Hynes,17,Web Development,8.03,7.35,7.04,darren..hynes@univ.edu
P3286,Darren  Hynes,9,AI/ML,7.92,7.01,6.77,darren..hynes@univ.edu
P3287,Darren  Hynes,19,Cybersecurity,6.69,8.41,8.36,darren..hynes@univ.edu
P3288,Darren  Hynes,4,Cybersecurity,7.38,7.48,9.25,darren..hynes@univ.edu
P3289,Darren  Hynes,11,Data Science,7.31,7.46,6.98,darren..hynes@univ.edu
P3290,Darren  Hynes,11,Mobile Development,6.69,10.0,6.89,darren..hynes@univ.edu
P3291,Darren  Hynes,15,Web Development,6.09,9.95,7.57,darren..hynes@univ.edu
P3292,Darren  Hynes,8,AI/ML,7.0,6.14,7.58,darren..hynes@univ.edu
P3293,Darren  Hynes,8,Data Science,6.77,9.43,6.44,darren..hynes@univ.edu
P3294,Darren  Hynes,5,Mobile Development,5.73,9.12,10.0,darren..hynes@univ.edu
P3295,Darren  Hynes,19,Mobile Development,7.79,8.3,5.96,darren..hynes@univ.edu
P3296,Darren  Hynes,19,Mobile Development,7.05,9.63,5.71,darren..hynes@univ.edu
P3297,Darren  Hynes,14,Web Development,6.84,10.0,5.73,darren..hynes@univ.edu
P3298,Darren  Hynes,18,Cybersecurity,5.21,9.15,7.47,darren..hynes@univ.edu
P3299,Darren  Hynes,17,Data Science,7.38,7.45,7.71,darren..hynes@univ.edu
P3300,Darren  Hynes,15,Web Development,5.21,7.36,6.22,darren..hynes@univ.edu
P3301,Darren  Hynes,3,AI/ML,7.17,7.22,9.83,darren..hynes@univ.edu
P3302,Darren  Hynes,19,Web Development,8.02,8.57,6.88,darren..hynes@univ.edu
P3303,Rachelle  Sussman,5,AI/ML,8.99,9.87,4.53,rachelle..sussman@univ.edu
P3304,Rachelle  Sussman,17,AI/ML,7.08,6.13,7.3,rachelle..sussman@univ.edu
P3305,Rachelle  Sussman,6,Mobile Development,9.11,9.35,8.59,rachelle..sussman@univ.edu
P3306,Rachelle  Sussman,6,Web Development,7.88,10.0,5.29,rachelle..sussman@univ.edu
P3307,Rachelle  Sussman,20,Cybersecurity,7.57,5.59,8.5,rachelle..sussman@univ.edu
P3308,Rachelle  Sussman,19,AI/ML,8.34,7.42,6.81,rachelle..sussman@univ.edu
P3309,Rachelle  Sussman,13,Mobile Development,8.61,6.21,8.19,rachelle..sussman@univ.edu
P3310,Rachelle  Sussman,5,Cybersecurity,7.99,8.64,8.9,rachelle..sussman@univ.edu
P3311,Dion  Wiseman,10,Web Development,6.83,6.75,9.24,dion..wiseman@univ.edu
P3312,Dion  Wiseman,16,Cybersecurity,6.36,6.51,5.55,dion..wiseman@univ.edu
P3313,Dion  Wiseman,3,Web Development,5.45,9.94,9.32,dion..wiseman@univ.edu
P3314,Dion  Wiseman,16,AI/ML,7.2,6.59,8.75,dion..wiseman@univ.edu
P3315,Dion  Wiseman,4,Data Science,8.42,8.45,5.97,dion..wiseman@univ.edu
P3316,Dion  Wiseman,6,Data Science,5.85,7.95,5.3,dion..wiseman@univ.edu
P3317,Dion  Wiseman,8,AI/ML,5.71,7.2,6.62,dion..wiseman@univ.edu
P3318,Dion  Wiseman,3,Cybersecurity,9.16,7.85,10.0,dion..wiseman@univ.edu
P3319,Dion  Wiseman,19,Web Development,6.69,7.7,7.89,dion..wiseman@univ.edu
P3320,Dion  Wiseman,10,Data Science,4.94,9.65,6.48,dion..wiseman@univ.edu
P3321,Dion  Wiseman,3,Web Development,5.25,9.51,7.71,dion..wiseman@univ.edu
P3322,Dion  Wiseman,7,AI/ML,7.53,8.62,9.33,dion..wiseman@univ.edu
P3323,Dion  Wiseman,18,Cybersecurity,6.43,10.0,7.52,dion..wiseman@univ.edu
P3324,Dion  Wiseman,8,Web Development,7.57,9.0,6.73,dion..wiseman@univ.edu
P3325,Dion  Wiseman,10,Cybersecurity,6.73,6.88,7.23,dion..wiseman@univ.edu
P3326,Dion  Wiseman,15,Data Science,7.25,7.07,6.11,dion..wiseman@univ.edu
P3327,Dion  Wiseman,18,Web Development,9.12,10.0,6.65,dion..wiseman@univ.edu
P3328,Dion  Wiseman,5,Mobile Development,6.78,9.23,7.02,dion..wiseman@univ.edu
P3329,Dion  Wiseman,14,Data Science,8.41,8.26,7.64,dion..wiseman@univ.edu
P3330,Dion  Wiseman,18,Cybersecurity,7.14,8.3,6.85,dion..wiseman@univ.edu
P3331,Sue  Collins,13,AI/ML,5.62,8.1,6.09,sue..collins@univ.edu
P3332,Sue  Collins,12,Mobile Development,9.37,10.0,7.8,sue..collins@univ.edu
P3333,Sue  Collins,6,Web Development,9.55,6.81,7.54,sue..collins@univ.edu
P3334,Sue  Collins,14,Data Science,6.82,9.3,5.39,sue..collins@univ.edu
P3335,Sue  Collins,4,Web Development,7.18,9.84,5.9,sue..collins@univ.edu
P3336,Sue  Collins,7,Web Development,8.49,6.98,7.53,sue..collins@univ.edu
P3337,Sue  Collins,10,Mobile Development,6.78,6.87,9.47,sue..collins@univ.edu
P3338,Sue  Collins,9,Mobile Development,8.16,5.81,6.01,sue..collins@univ.edu
P3339,Sue  Collins,16,Mobile Development,6.02,6.55,4.62,sue..collins@univ.edu
P3340,Sue  Collins,5,Mobile Development,9.2,9.23,7.51,sue..collins@univ.edu
P3341,Sue  Collins,20,AI/ML,7.44,7.83,9.88,sue..collins@univ.edu
P3342,Sue  Collins,18,Cybersecurity,7.9,8.97,6.48,sue..collins@univ.edu
P3343,Sue  Collins,20,Mobile Development,8.63,9.25,7.29,sue..collins@univ.edu
P3344,Sue  Collins,18,Data Science,7.98,7.98,8.93,sue..collins@univ.edu
P3345,Sue  Collins,10,Web Development,6.94,6.64,10.0,sue..collins@univ.edu
P3346,Sue  Collins,3,Mobile Development,9.06,8.94,5.05,sue..collins@univ.edu
P3347,Sue  Collins,19,Data Science,8.0,4.29,7.48,sue..collins@univ.edu
P3348,Catherine  Chen,14,AI/ML,6.8,9.83,8.06,catherine..chen@univ.edu
P3349,Catherine  Chen,13,Data Science,5.2,4.68,6.04,catherine..chen@univ.edu
P3350,Catherine  Chen,7,Data Science,6.98,6.13,8.34,catherine..chen@univ.edu
P3351,Catherine  Chen,14,AI/ML,6.36,7.41,10.0,catherine..chen@univ.edu
P3352,Catherine  Chen,19,AI/ML,7.03,6.25,7.87,catherine..chen@univ.edu
P3353,Catherine  Chen,8,Web Development,6.23,5.25,7.65,catherine..chen@univ.edu
P3354,Catherine  Chen,3,Mobile Development,7.46,8.15,5.64,catherine..chen@univ.edu
P3355,Catherine  Chen,7,Data Science,6.46,7.28,5.98,catherine..chen@univ.edu
P3356,Catherine  Chen,16,Cybersecurity,8.71,7.23,8.58,catherine..chen@univ.edu
P3357,Catherine  Chen,7,Cybersecurity,7.74,7.65,9.12,catherine..chen@univ.edu
P3358,Catherine  Chen,3,Web Development,6.44,5.97,7.32,catherine..chen@univ.edu
P3359,Catherine  Chen,20,Cybersecurity,7.01,9.02,5.73,catherine..chen@univ.edu
P3360,Catherine  Chen,18,Web Development,7.61,6.64,7.74,catherine..chen@univ.edu
P3361,Catherine  Chen,11,Mobile Development,5.2,8.71,8.33,catherine..chen@univ.edu
P3362,Catherine  Chen,7,Web Development,7.56,7.73,6.35,catherine..chen@univ.edu
P3363,Catherine  Chen,4,AI/ML,4.95,7.74,5.71,catherine..chen@univ.edu
P3364,Catherine  Chen,17,AI/ML,8.84,7.4,7.82,catherine..chen@univ.edu
P3365,Catherine  Chen,9,AI/ML,6.55,9.31,6.92,catherine..chen@univ.edu
P3366,Catherine  Chen,6,AI/ML,8.26,9.69,7.95,catherine..chen@univ.edu
P3367,Catherine  Chen,3,AI/ML,5.63,9.55,7.77,catherine..chen@univ.edu
P3368,Terry  Moran,15,AI/ML,7.69,7.67,8.84,terry..moran@univ.edu
P3369,Terry  Moran,9,AI/ML,5.59,8.02,8.06,terry..moran@univ.edu
P3370,Terry  Moran,17,AI/ML,6.65,6.82,6.26,terry..moran@univ.edu
P3371,Terry  Moran,16,AI/ML,8.16,7.24,7.6,terry..moran@univ.edu
P3372,Terry  Moran,20,Mobile Development,7.74,6.19,7.04,terry..moran@univ.edu
P3373,Terry  Moran,12,AI/ML,7.68,7.11,7.33,terry..moran@univ.edu
P3374,Terry  Moran,11,Web Development,6.58,8.44,9.52,terry..moran@univ.edu
P3375,Terry  Moran,10,Mobile Development,5.75,7.86,7.07,terry..moran@univ.edu
P3376,Terry  Moran,12,Cybersecurity,7.94,7.18,7.0,terry..moran@univ.edu
P3377,Terry  Moran,19,Data Science,5.9,9.4,7.15,terry..moran@univ.edu
P3378,Terry  Moran,4,Mobile Development,6.25,6.55,6.21,terry..moran@univ.edu
P3379,Terry  Moran,8,AI/ML,8.71,8.04,6.84,terry..moran@univ.edu
P3380,Terry  Moran,7,Mobile Development,7.69,10.0,6.43,terry..moran@univ.edu
P3381,Terry  Moran,11,Data Science,5.36,10.0,7.23,terry..moran@univ.edu
P3382,Terry  Moran,7,Data Science,6.99,7.21,7.19,terry..moran@univ.edu
P3383,Terry  Moran,20,AI/ML,6.81,9.83,4.34,terry..moran@univ.edu
P3384,Terry  Moran,11,AI/ML,6.55,7.05,8.55,terry..moran@univ.edu
P3385,Terry  Moran,19,Web Development,6.59,8.65,8.56,terry..moran@univ.edu
P3386,Terry  Moran,19,Data Science,8.57,10.0,6.72,terry..moran@univ.edu
P3387,Terry  Moran,14,AI/ML,9.39,7.53,7.87,terry..moran@univ.edu
P3388,William  Stoever,9,Data Science,6.95,9.18,7.23,william..stoever@univ.edu
P3389,William  Stoever,5,Web Development,7.2,7.76,8.85,william..stoever@univ.edu
P3390,William  Stoever,12,Cybersecurity,5.36,7.16,9.01,william..stoever@univ.edu
P3391,William  Stoever,4,Data Science,9.03,8.98,10.0,william..stoever@univ.edu
P3392,William  Stoever,5,Web Development,6.21,8.8,6.97,william..stoever@univ.edu
P3393,William  Stoever,18,Web Development,6.49,6.01,6.69,william..stoever@univ.edu
P3394,William  Stoever,4,Web Development,7.95,7.53,8.26,william..stoever@univ.edu
P3395,William  Stoever,12,Mobile Development,7.34,6.24,5.91,william..stoever@univ.edu
P3396,William  Stoever,8,AI/ML,7.66,5.5,8.52,william..stoever@univ.edu
P3397,William  Stoever,13,Data Science,7.82,7.75,8.77,william..stoever@univ.edu
P3398,William  Stoever,9,Mobile Development,6.99,8.5,8.75,william..stoever@univ.edu
P3399,William  Stoever,17,Data Science,8.06,9.47,5.86,william..stoever@univ.edu
P3400,William  Stoever,8,Mobile Development,4.95,5.69,7.18,william..stoever@univ.edu
P3401,William  Stoever,11,AI/ML,8.96,6.28,7.85,william..stoever@univ.edu
P3402,William  Stoever,14,Web Development,6.78,10.0,8.53,william..stoever@univ.edu
P3403,William  Stoever,5,Data Science,8.05,6.86,6.69,william..stoever@univ.edu
P3404,William  Stoever,17,Web Development,7.59,5.86,6.9,william..stoever@univ.edu
P3405,William  Stoever,4,AI/ML,4.6,10.0,6.61,william..stoever@univ.edu
P3406,William  Stoever,4,Data Science,7.26,7.8,8.17,william..stoever@univ.edu
P3407,William  Stoever,5,Cybersecurity,4.46,7.3,7.2,william..stoever@univ.edu
P3408,Paul  Sparks,8,Cybersecurity,7.59,6.95,7.29,paul..sparks@univ.edu
P3409,Paul  Sparks,17,Cybersecurity,7.26,6.56,8.33,paul..sparks@univ.edu
P3410,Paul  Sparks,12,AI/ML,5.46,7.79,9.1,paul..sparks@univ.edu
P3411,Paul  Sparks,11,Cybersecurity,7.23,8.51,6.01,paul..sparks@univ.edu
P3412,Paul  Sparks,3,Data Science,6.43,8.66,7.15,paul..sparks@univ.edu
P3413,Paul  Sparks,18,Cybersecurity,6.8,5.3,9.92,paul..sparks@univ.edu
P3414,Paul  Sparks,8,Data Science,3.9,10.0,8.41,paul..sparks@univ.edu
P3415,Paul  Sparks,11,AI/ML,5.51,7.75,6.54,paul..sparks@univ.edu
P3416,Paul  Sparks,6,Web Development,6.06,8.53,6.15,paul..sparks@univ.edu
P3417,Paul  Sparks,4,Mobile Development,5.64,9.16,6.78,paul..sparks@univ.edu
P3418,Paul  Sparks,6,Cybersecurity,6.37,7.45,6.07,paul..sparks@univ.edu
P3419,Paul  Sparks,3,Mobile Development,6.19,8.74,7.39,paul..sparks@univ.edu
P3420,Paul  Sparks,12,Web Development,7.36,8.21,5.54,paul..sparks@univ.edu
P3421,Paul  Sparks,17,AI/ML,3.72,7.57,7.34,paul..sparks@univ.edu
P3422,Paul  Sparks,18,AI/ML,9.39,8.13,7.82,paul..sparks@univ.edu
P3423,Paul  Sparks,6,Web Development,6.26,7.16,5.34,paul..sparks@univ.edu
P3424,Jon  Brotherton,4,Mobile Development,6.63,6.76,6.05,jon..brotherton@univ.edu
P3425,Jon  Brotherton,15,Cybersecurity,7.71,8.21,10.0,jon..brotherton@univ.edu
P3426,Jon  Brotherton,3,Data Science,9.09,8.24,8.03,jon..brotherton@univ.edu
P3427,Jon  Brotherton,19,AI/ML,6.29,8.39,8.08,jon..brotherton@univ.edu
P3428,Jon  Brotherton,15,Web Development,7.83,10.0,6.9,jon..brotherton@univ.edu
P3429,Clyde  Matthews,6,Mobile Development,6.19,8.46,7.53,clyde..matthews@univ.edu
P3430,Clyde  Matthews,9,Cybersecurity,8.13,7.46,8.79,clyde..matthews@univ.edu
P3431,Clyde  Matthews,19,Mobile Development,7.84,8.32,6.14,clyde..matthews@univ.edu
P3432,Clyde  Matthews,11,Cybersecurity,5.72,10.0,6.49,clyde..matthews@univ.edu
P3433,Clyde  Matthews,6,Data Science,7.69,6.33,7.31,clyde..matthews@univ.edu
P3434,Clyde  Matthews,3,Data Science,5.29,10.0,6.51,clyde..matthews@univ.edu
P3435,Clyde  Matthews,12,Web Development,6.11,8.63,6.44,clyde..matthews@univ.edu
P3436,Clyde  Matthews,6,Web Development,5.39,8.12,10.0,clyde..matthews@univ.edu
P3437,Clyde  Matthews,11,Cybersecurity,7.0,7.57,8.68,clyde..matthews@univ.edu
P3438,Clyde  Matthews,15,Cybersecurity,8.2,7.38,7.57,clyde..matthews@univ.edu
P3439,Clyde  Matthews,16,Cybersecurity,5.51,5.46,8.2,clyde..matthews@univ.edu
P3440,Clyde  Matthews,12,Cybersecurity,7.48,8.25,5.6,clyde..matthews@univ.edu
P3441,Clyde  Matthews,8,Data Science,6.71,9.33,7.96,clyde..matthews@univ.edu
P3442,Clyde  Matthews,18,Web Development,5.77,7.78,6.27,clyde..matthews@univ.edu
P3443,Rogers,8,Web Development,6.49,7.33,7.97,rogers@univ.edu
P3444,Rogers,19,AI/ML,7.69,6.88,6.23,rogers@univ.edu
P3445,Rogers,12,Web Development,8.13,8.11,8.06,rogers@univ.edu
P3446,Rogers,20,Web Development,7.37,8.87,8.11,rogers@univ.edu
P3447,Rogers,20,Mobile Development,6.96,9.54,7.4,rogers@univ.edu
P3448,Rogers,5,Mobile Development,7.03,5.19,7.43,rogers@univ.edu
P3449,Rogers,17,AI/ML,6.12,7.29,8.74,rogers@univ.edu
P3450,Rogers,17,Cybersecurity,7.12,9.09,7.78,rogers@univ.edu
P3451,Rogers,6,AI/ML,5.24,6.23,7.85,rogers@univ.edu
P3452,Rogers,11,AI/ML,6.86,7.73,7.39,rogers@univ.edu
P3453,Rogers,19,Data Science,9.04,9.14,5.98,rogers@univ.edu
P3454,Rogers,13,Web Development,6.47,7.87,9.09,rogers@univ.edu
P3455,Rogers,11,Data Science,8.35,8.1,8.01,rogers@univ.edu
P3456,Rogers,12,Web Development,7.81,6.28,6.74,rogers@univ.edu
P3457,Rogers,20,AI/ML,8.73,7.19,7.37,rogers@univ.edu
P3458,Rogers,15,Web Development,3.25,8.44,7.56,rogers@univ.edu
P3459,Rogers,10,Cybersecurity,7.21,9.16,5.58,rogers@univ.edu
P3460,Rogers,9,Cybersecurity,7.71,7.46,8.34,rogers@univ.edu
P3461,Rogers,19,AI/ML,7.96,9.77,9.71,rogers@univ.edu
P3462,Rogers,17,Mobile Development,8.44,8.04,8.24,rogers@univ.edu
P3463,Therese  Saliba,17,Cybersecurity,7.84,7.98,5.93,therese..saliba@univ.edu
P3464,Therese  Saliba,3,AI/ML,7.28,10.0,5.94,therese..saliba@univ.edu
P3465,Therese  Saliba,16,Data Science,5.85,4.91,6.6,therese..saliba@univ.edu
P3466,Therese  Saliba,7,Mobile Development,4.72,4.31,9.03,therese..saliba@univ.edu
P3467,Therese  Saliba,13,Cybersecurity,8.61,9.32,8.86,therese..saliba@univ.edu
P3468,Therese  Saliba,18,AI/ML,6.27,7.59,5.5,therese..saliba@univ.edu
P3469,Therese  Saliba,4,AI/ML,6.58,8.69,7.25,therese..saliba@univ.edu
P3470,Therese  Saliba,10,Data Science,8.09,8.03,6.83,therese..saliba@univ.edu
P3471,Therese  Saliba,13,Data Science,6.98,8.71,7.04,therese..saliba@univ.edu
P3472,Therese  Saliba,20,Mobile Development,5.61,9.03,5.07,therese..saliba@univ.edu
P3473,Therese  Saliba,5,Cybersecurity,4.95,9.58,7.49,therese..saliba@univ.edu
P3474,Therese  Saliba,3,AI/ML,6.57,8.64,6.45,therese..saliba@univ.edu
P3475,Therese  Saliba,13,Mobile Development,7.12,9.72,7.07,therese..saliba@univ.edu
P3476,Therese  Saliba,18,Mobile Development,7.96,7.21,7.65,therese..saliba@univ.edu
P3477,Therese  Saliba,20,Data Science,6.85,8.65,8.28,therese..saliba@univ.edu
P3478,Therese  Saliba,18,AI/ML,7.02,5.9,5.18,therese..saliba@univ.edu
P3479,Eva  Sadowski,12,Web Development,5.42,6.97,5.82,eva..sadowski@univ.edu
P3480,Eva  Sadowski,20,Data Science,8.25,9.05,7.89,eva..sadowski@univ.edu
P3481,Eva  Sadowski,8,AI/ML,10.0,9.16,7.2,eva..sadowski@univ.edu
P3482,Eva  Sadowski,6,Mobile Development,8.56,7.73,6.12,eva..sadowski@univ.edu
P3483,Eva  Sadowski,15,Mobile Development,8.45,9.79,7.02,eva..sadowski@univ.edu
P3484,David  Keswick,16,Cybersecurity,7.41,5.53,7.78,david..keswick@univ.edu
P3485,David  Keswick,5,Web Development,5.75,9.53,8.05,david..keswick@univ.edu
P3486,Hwan  Kim,12,Data Science,5.97,7.73,6.11,hwan..kim@univ.edu
P3487,Hwan  Kim,8,Cybersecurity,7.79,5.18,7.29,hwan..kim@univ.edu
P3488,Hwan  Kim,3,Cybersecurity,8.07,6.48,6.79,hwan..kim@univ.edu
P3489,Hwan  Kim,16,Web Development,5.87,7.28,9.67,hwan..kim@univ.edu
P3490,Sam  Roweis,10,Data Science,7.55,6.44,6.22,sam..roweis@univ.edu
P3491,Sam  Roweis,16,Data Science,7.14,6.51,6.71,sam..roweis@univ.edu
P3492,Sam  Roweis,12,Mobile Development,7.59,8.78,7.17,sam..roweis@univ.edu
P3493,Sam  Roweis,19,Data Science,7.43,7.15,7.29,sam..roweis@univ.edu
P3494,Sam  Roweis,11,Cybersecurity,7.49,4.7,6.17,sam..roweis@univ.edu
P3495,Sam  Roweis,8,Mobile Development,4.67,8.43,8.33,sam..roweis@univ.edu
P3496,Robert  Burton,13,Data Science,9.19,7.06,7.64,robert..burton@univ.edu
P3497,Robert  Burton,9,Web Development,8.7,10.0,9.67,robert..burton@univ.edu
P3498,Robert  Burton,19,Cybersecurity,6.98,6.87,8.09,robert..burton@univ.edu
P3499,Robert  Burton,3,AI/ML,5.58,5.38,7.74,robert..burton@univ.edu
P3500,Robert  Burton,7,Web Development,7.68,7.61,6.14,robert..burton@univ.edu
P3501,Robert  Burton,11,Web Development,5.25,6.39,7.44,robert..burton@univ.edu
P3502,Robert  Burton,20,Data Science,9.01,6.52,8.29,robert..burton@univ.edu
P3503,Robert  Burton,4,Mobile Development,6.81,7.53,7.72,robert..burton@univ.edu
P3504,Robert  Burton,13,Mobile Development,6.28,7.76,8.53,robert..burton@univ.edu
P3505,Robert  Burton,8,Cybersecurity,7.7,7.53,8.05,robert..burton@univ.edu
P3506,Robert  Burton,10,Data Science,6.44,7.66,8.41,robert..burton@univ.edu
P3507,Robert  Burton,6,Mobile Development,6.66,8.9,6.36,robert..burton@univ.edu
P3508,Robert  Burton,20,AI/ML,6.05,7.69,7.76,robert..burton@univ.edu
P3509,Robert  Burton,13,Data Science,7.75,8.36,6.7,robert..burton@univ.edu
P3510,Robert  Burton,7,Data Science,7.37,9.22,7.06,robert..burton@univ.edu
P3511,Robert  Burton,17,Mobile Development,8.26,7.1,4.92,robert..burton@univ.edu
P3512,Robert  Burton,20,Web Development,5.05,8.0,9.5,robert..burton@univ.edu
P3513,Robert  Burton,4,Data Science,5.54,8.13,5.48,robert..burton@univ.edu
P3514,Robert  Burton,13,Web Development,6.38,5.9,6.85,robert..burton@univ.edu
P3515,Robert  Burton,15,Cybersecurity,8.33,4.76,7.14,robert..burton@univ.edu
P3516,Patricia  Mancini,6,Cybersecurity,5.29,8.07,9.03,patricia..mancini@univ.edu
P3517,Patricia  Mancini,9,Mobile Development,5.98,6.42,6.34,patricia..mancini@univ.edu
P3518,Patricia  Mancini,13,Cybersecurity,8.7,10.0,6.42,patricia..mancini@univ.edu
P3519,Patricia  Mancini,6,Mobile Development,7.64,9.06,8.58,patricia..mancini@univ.edu
P3520,Patricia  Mancini,17,Mobile Development,8.3,6.46,6.87,patricia..mancini@univ.edu
P3521,Patricia  Mancini,3,Web Development,6.89,5.3,5.92,patricia..mancini@univ.edu
P3522,Patricia  Mancini,5,Web Development,9.12,6.13,6.68,patricia..mancini@univ.edu
P3523,Patricia  Mancini,16,Cybersecurity,5.26,8.15,8.64,patricia..mancini@univ.edu
P3524,Patricia  Mancini,8,Web Development,6.74,7.55,8.13,patricia..mancini@univ.edu
P3525,Patricia  Mancini,20,Data Science,6.64,9.06,8.12,patricia..mancini@univ.edu
P3526,Patricia  Mancini,3,AI/ML,6.66,6.4,8.55,patricia..mancini@univ.edu
P3527,Patricia  Mancini,8,Data Science,5.49,8.71,8.3,patricia..mancini@univ.edu
P3528,Patricia  Mancini,8,Data Science,7.67,8.49,7.44,patricia..mancini@univ.edu
P3529,Patricia  Mancini,18,Mobile Development,5.53,9.89,8.79,patricia..mancini@univ.edu
